GISPROD3OSMPTrailsOSMPOBJECTID,GISPROD3OSMPTrailsOSMPOWNER,GISPROD3OSMPTrailsOSMPBICYCLES,GISPROD3OSMPTrailsOSMPDISPLAY,GISPROD3OSMPTrailsOSMPTRAILTYPE,GISPROD3OSMPTrailsOSMPDATEFROM,GISPROD3OSMPTrailsOSMPDATETO,GISPROD3OSMPTrailsOSMPSEGMENTID,GISPROD3OSMPTrailsOSMPHORSES,GISPROD3OSMPTrailsOSMPRID,GISPROD3OSMPTrailsOSMPTRLID,GISPROD3OSMPTrailsOSMPMILEAGE,GISPROD3OSMPTrailsOSMPMEASUREDFEET,GISPROD3OSMPTrailsOSMPTRAILNAME,GISPROD3OSMPTrailsOSMPGlobalID,GISPROD3OSMPTrailsOSMPDIFFICULTY,GISPROD3OSMPTrailsOSMPDOGS,GISPROD3OSMPTrailsOSMPDOGREGGEN,GISPROD3OSMPTrailsOSMPDOGREGDESC,GISPROD3OSMPTrailClosuresOBJECTID,GISPROD3OSMPTrailClosuresRID,GISPROD3OSMPTrailClosuresCLOSUREDURATION,GISPROD3OSMPTrailClosuresWEBLINK,GISPROD3OSMPTrailClosuresCLOSUREAREA,GISPROD3OSMPTrailClosuresTRAILSTATUS,GISPROD3OSMPTrailClosuresCLOSUREREASON,GISPROD3OSMPTrailClosuresLOCATIONDESCRIPTION,GISPROD3OSMPTrailClosuresCONTACT,GISPROD3OSMPTrailClosuresCOMMENTS,GISPROD3OSMPTrailClosuresGLOBALID,GISPROD3OSMPTrailClosuresSEGMENTID
3127,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-059-057,No,1709,246,0.137,696,McClintock Lower,{C24E4FA2-9EF0-4D0E-B876-70B669E2E0CC},Easy,No,No Dogs,No Dogs,1434,1295,Until Further Notice,,,Closed,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Intermittent closures from 8 a.m. to 3 p.m. for three months,{FDDB8B71-898B-4F2D-A4AA-BAC22735E15C},246-059-057
3128,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-057-058,Yes,1710,246,0.062,319,McClintock Lower,{53016918-E518-41F9-AC71-F30372E32874},Easy,Yes,LR,Leash Required,1436,1297,Until Further Notice,,,Closed,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Intermittent closures from 8 a.m. to 3 p.m. for three months,{7EB00088-A7FE-478B-A012-40BEEE66C20A},246-057-058
3129,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-057-375,Yes,1711,246,0.123,666,McClintock Lower,{1E7512CF-A169-4107-9430-5D38A6855647},Easy,Yes,LR,Leash Required,1615,1711,Until Further Notice,,,Closed,Intermittent Closure,,https://bouldercolorado.gov/services/osmp-closures,Intermittent closures from 8 a.m. to 3 p.m. for three months,{19EF8FED-B5E5-4EF6-8B56-FBF984A53A9E},246-057-375
3130,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-375-056,Yes,1713,246,0.056,305,McClintock Lower,{DB99DBEF-0F6A-49C1-B841-0ED9B37C4F4A},Easy,Yes,LR,Leash Required,1620,1713,,,,,,,,,{F9FCC175-1A80-4372-B011-B7248A394ECC},246-375-056
3131,OSMP,No,Yes,Hiking Trail,2019/07/09 00:00:00+00,2099/12/31 00:00:00+00,246-376-375,Yes,1712,246,0.036,192,McClintock Lower,{75535751-BE7F-40F1-8B1C-3B2E0BC4DF70},Easy,Yes,LR,Leash Required,1621,1712,,,,,,,,,{90D2945F-0F2F-4939-BB6A-186F15819D8D},246-376-375
3132,OSMP,Yes,Yes,Multi-Use Trail,2020/07/15 00:00:00+00,2099/12/31 00:00:00+00,110-452-453,Yes,1794,110,0.348,1834,Mayhoffer-Singletree,{30AB5E98-594C-4862-ADC2-83BDE4E554AD},Easy,Yes,LR,Leash Required,1220,1096,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{9289BDC0-BD33-4FCF-A6F4-7E3C2ADDC861},110-452-453
3133,OSMP,Yes,Yes,Multi-Use Trail,2020/07/20 00:00:00+00,2099/12/31 00:00:00+00,111-451-446,Yes,1795,111,0.812,3884,Cowdrey Draw,{09F482B0-2F8B-4A9A-AAC0-A960F33F801F},Easy,Yes,LR,Leash Required,1221,1097,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{24784F6F-A8F9-4EBC-B820-1EC309973578},111-451-446
3134,OSMP,Yes,Yes,Multi-Use Trail,2020/07/21 00:00:00+00,2099/12/31 00:00:00+00,106-441-456,No,1800,106,0.05,268,Marshall Valley - Accessible,{69CBB1FC-DB10-4FD2-A4E6-7B5AE8CCB3F5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1259,1605,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{956FB2DE-B7BE-4D2C-BA41-25E16BA44880},106-441-456
3135,OSMP,Yes,Yes,Multi-Use Trail,2020/07/21 00:00:00+00,2099/12/31 00:00:00+00,114-440-442,Yes,1801,114,0.787,4191,Marshall Valley,{78AC7C96-569B-4A92-8493-FC7061DFB94D},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1230,1108,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{28D10E6E-327C-4A71-9FA6-DDECAC461154},114-440-442
3136,OSMP,Yes,Yes,Multi-Use Trail,2020/07/21 00:00:00+00,2099/12/31 00:00:00+00,114-442-443,Yes,1802,114,0.111,585,Marshall Valley,{098427E9-5B2F-467B-A6C6-D9FD64ACCA15},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1229,1107,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{4B278DBC-7E01-48B9-9DD4-3E1C4B59F355},114-442-443
3137,OSMP,Yes,Yes,Multi-Use Trail,2020/07/21 00:00:00+00,2099/12/31 00:00:00+00,102-442-444,Yes,1803,102,0.03,165,Community Ditch,{A3D74B0F-A0A3-49A4-86B0-650F816253E4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1228,1106,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{DCB1B832-BBB2-4762-9659-1F10BBBDC4D6},102-442-444
3138,OSMP,No,Yes,Hiking Trail,2020/07/21 00:00:00+00,2099/12/31 00:00:00+00,104-444-450,Yes,1804,104,0.704,3700,Marshall Mesa,{78F5ABC4-D469-4702-AF81-81EE1688666A},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1227,1105,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{862326FE-CBC2-4ED2-83EA-A9E911560D27},104-444-450
3139,OSMP,Yes,Yes,Multi-Use Trail,2020/07/22 00:00:00+00,2099/12/31 00:00:00+00,102-448-450,Yes,1806,102,0.756,3998,Community Ditch,{2C22DCA5-52B9-48D4-BC6C-58088D69E167},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1226,1104,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{A1FE0FD7-23E9-4ECD-8317-5A39676B4D2D},102-448-450
3140,OSMP,Yes,Yes,Multi-Use Trail,2020/07/22 00:00:00+00,2099/12/31 00:00:00+00,102-450-436,Yes,1807,102,0.139,742,Community Ditch,{47765D06-7F69-4FA7-925E-5F1B498B66D0},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1239,1110,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{68952DB6-858E-4E34-8A86-45EB548062E6},102-450-436
3141,OSMP,Yes,Yes,Multi-Use Trail,2020/07/22 00:00:00+00,2099/12/31 00:00:00+00,102-436-437,Yes,1808,102,0.376,2004,Community Ditch,{F002E40C-3DF8-43DE-9483-36E23E0C38FA},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1240,1111,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{C9EF636A-09BA-43B0-B322-CB7C95B678B2},102-436-437
3142,OSMP,Yes,Yes,Multi-Use Trail,2020/07/23 00:00:00+00,2099/12/31 00:00:00+00,113-437-440,Yes,1809,113,0.536,2825,Coal Seam,{338085CB-72B3-4BC2-98E8-8033198E6EAA},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1231,1109,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{EBDB69B4-C357-4D33-9036-1826DDE58A9B},113-437-440
3143,OSMP,Yes,Yes,Multi-Use Trail,2020/07/23 00:00:00+00,2099/12/31 00:00:00+00,113-440-456,Yes,1810,113,0.004,22,Coal Seam,{52A50944-3B7C-4D4A-9B0E-CEF18E5DFEC3},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1260,1606,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{9088BB21-5AD7-4E01-853C-02BCE18D6A30},113-440-456
3144,OSMP,Yes,Yes,Multi-Use Trail,2020/07/23 00:00:00+00,2099/12/31 00:00:00+00,113-456-441,Yes,1811,113,0.039,216,Coal Seam,{77214BFF-3593-4DEA-A71C-8A004DDBF704},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1253,1604,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{AB1FCE1C-FF12-4293-B529-16DB0B70F3A1},113-456-441
3145,OSMP,Yes,Yes,Multi-Use Trail,2020/07/23 00:00:00+00,2099/12/31 00:00:00+00,113-441-455,Yes,1812,113,0.003,16,Coal Seam,{34E8E13B-89F2-4CE9-96B2-72EC4272B76F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1252,1603,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{CD58D8C9-3373-427A-8951-C61FB3AC7EEC},113-441-455
3146,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,103-432-433,Yes,1813,103,0.005,27,Greenbelt Plateau,{ABAB93B6-B9CF-43D8-8BD5-13C97744F957},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1251,1570,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{BA86D883-3599-4042-9817-69ADE19A99A8},103-432-433
3147,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,103-433-436,Yes,1814,103,1.417,7426,Greenbelt Plateau,{13A08E0D-A2EA-4D14-BD56-4F3CEA1CD209},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1250,1569,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Maintenance,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{D3A13560-CBA2-44CB-A3B0-84BB8D950ED2},103-433-436
3148,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-432-431,Yes,1815,115,0.31,1615,Greenbelt Connector,{01DECC97-6661-46BD-8BD8-8D5509DBD0EE},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1244,1142,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{CA15C430-A27A-4B00-AFBD-0FC391DB3CC5},115-432-431
3149,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-431-426,Yes,1816,115,0.042,221,Greenbelt Connector,{B87A5E0E-13E7-4C5F-9807-6ADB5433BD90},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1245,1143,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{49CE6D6F-7984-4DF7-9392-4EDE5792E073},115-431-426
3150,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,116-426-425,Yes,1817,116,0.039,206,Flatirons Vista North,{25838111-A8DF-47F4-A022-AECA62EC0A9F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1247,1145,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{F315CC94-13A8-4550-A78A-3C190E3A6C3A},116-426-425
3151,OSMP,Yes,Yes,Multi-Use Trail,2020/07/27 00:00:00+00,2099/12/31 00:00:00+00,115-425-431,Yes,1818,115,0.041,215,Greenbelt Connector,{DEBC9990-7B38-4778-ADA7-A7CE6D5E036E},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1248,1146,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{A1136B7F-1E79-4BE0-8BF4-10D90A44A1AE},115-425-431
3152,OSMP,Yes,Yes,Multi-Use Trail,2020/07/28 00:00:00+00,2099/12/31 00:00:00+00,109-434-435,Yes,1819,109,1.853,9608,Coalton,{9F86126F-033E-4A47-B2AA-F6BFA0BD57E0},Easy,Yes,LR,Leash Required,1249,1148,Until Further Notice,,Marshall Mesa / Greenbelt Pleateau,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{52701B68-46E7-4770-B863-E032AB4AAD5D},109-434-435
3153,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-430-428,Yes,1820,116,0.02,105,Flatirons Vista North,{F5670FCD-FF9F-4912-B492-0E4173DE52E7},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1068,1140,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{83FE15AB-0C06-4778-BA87-A4CB1BED669C},116-430-428
3154,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-428-427,Yes,1821,116,0.004,21,Flatirons Vista North,{33737A16-21AF-4312-999C-DD7AD7E610A0},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1081,1553,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{316E9647-9C8D-4D41-A46E-2C2EE39B402D},116-428-427
3155,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-427-426,Yes,1822,116,0.063,335,Flatirons Vista North,{5EF455AC-B146-4D63-8A6A-1771207C3F75},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1246,1144,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{279AB002-05C1-4C85-9573-388C3BA501AC},116-427-426
3156,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-425-424,Yes,1823,116,0.178,942,Flatirons Vista North,{EBECB673-1048-4472-A5B4-F648311EFF87},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1069,1544,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{97216215-0AC1-4E9F-81F3-5895C1EA40E8},116-425-424
3157,OSMP,Yes,Yes,Multi-Use Trail,2020/07/29 00:00:00+00,2099/12/31 00:00:00+00,116-424-421,Yes,1824,116,0.875,4626,Flatirons Vista North,{8954C730-19F3-4E3B-85A8-9FDB15ACF2E5},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1067,1135,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{6A34F7C7-B9D4-40EE-8842-8A1D8C3BC940},116-424-421
3158,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-429-428,Yes,1825,117,0.004,23,Prairie Vista,{DACC18F9-4F5F-4585-9B31-845E14BBCC00},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1070,1141,,,,Open,,,https://bouldercolorado.gov/services/osmp-closures,,{A299C553-87BD-47BA-AEFB-9C783459B563},117-429-428
3159,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-427-423,Yes,1826,117,0.199,1050,Prairie Vista,{2C4980A8-4CF0-425A-AD2C-CB8653F543A6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1071,1545,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{0CB842FB-F130-4626-B460-F3D196D21E61},117-427-423
3160,OSMP,Yes,Yes,Multi-Use Trail,2020/07/30 00:00:00+00,2099/12/31 00:00:00+00,117-423-422,Yes,1827,117,0.909,4763,Prairie Vista,{E6CB5403-24B8-48F1-AC33-0A1158DC982C},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1075,1138,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{925441A1-D042-46B9-A7D7-941A83ABE70D},117-423-422
3161,OSMP,Yes,Yes,Multi-Use Trail,2020/08/03 00:00:00+00,2099/12/31 00:00:00+00,118-421-422,Yes,1828,118,1.38,7188,Flatirons Vista South,{8D52A8D3-FE34-4A0D-8F44-D31D3BF9F30F},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1286,1136,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{4E2AD138-D178-40FA-8563-BCD84A737829},118-421-422
3162,OSMP,Yes,Yes,Multi-Use Trail,2020/08/05 00:00:00+00,2099/12/31 00:00:00+00,118-423-424,Yes,1829,118,0.027,130,Flatirons Vista South,{3CB777A4-95C8-4034-9BCD-5A2FD444D738},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1073,1139,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{A6BFC0E6-8637-4FB0-A861-6562142EF678},118-423-424
3163,OSMP,Yes,Yes,Multi-Use Trail,2020/08/05 00:00:00+00,2099/12/31 00:00:00+00,118-422-423,Yes,1830,118,0.771,4044,Flatirons Vista South,{E7218231-0233-4BE0-B58E-453ACAC98AA6},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1072,1137,Until Further Notice,,Flatirons Vista,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{807DB262-2117-4043-96A8-0B7C00D19649},118-422-423
3164,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,102-437-439,Yes,1831,102,0.157,852,Community Ditch,{92806F8F-43A3-48CB-BC6A-DB5E266376A9},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1241,1112,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{9906206E-DA32-41D8-B8EC-073329F50392},102-437-439
3165,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,127-439-438,Yes,1832,127,0.073,384,Community Ditch Hwy 93 Spur,{E74A1B08-20AE-4842-823C-4F84C745581F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1242,1832,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{1DBBD063-E3E7-4DA3-B317-A66034FCC6DF},127-439-438
3166,OSMP,Yes,Yes,Multi-Use Trail,2020/08/13 00:00:00+00,2099/12/31 00:00:00+00,102-439-405,Yes,1833,102,1.731,9090,Community Ditch,{A9777210-FF84-4697-A768-DB29E4D18E95},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1243,1114,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{BD9A5120-1B6B-4A54-BE7A-14804A4A3D9B},102-439-405
3167,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-401-402,Yes,1834,101,0.335,1766,Doudy Draw,{00273C24-6CBB-4EB2-86F7-ECF3DF438B72},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1261,1115,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{F34D457A-878A-4C33-B885-B1FDCDC80D23},101-401-402
3168,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-402-403,Yes,1835,101,0.023,121,Doudy Draw,{33327184-FFEC-4FFF-9577-4859A962EF7F},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1262,1116,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{045CAC5E-0E05-4087-8382-BBDF53AFE8E6},101-402-403
3169,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-403-405,Yes,1836,101,0.085,451,Doudy Draw,{99F9EBFF-E3C3-46CA-B7BA-422E6B9F8CD4},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1264,1118,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{D9F522F8-A01C-4A8C-BBE8-2F783A5D5BF7},101-403-405
3170,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,101-403-404,Yes,1837,101,0.007,35,Doudy Draw,{9356F804-160E-40DC-97EB-72F4E4ECDEA1},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1283,1548,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{03C7B013-BA02-49AC-8194-250E3A332A1F},101-403-404
3171,OSMP,Yes,Yes,Multi-Use Trail,2020/08/18 00:00:00+00,2099/12/31 00:00:00+00,126-404-402,Yes,1838,126,0.03,157,Doudy Draw Picnic Area,{18437187-76C9-488C-A032-C199BE077C5B},Easy,Yes,LVS,"Leash, Or Voice and Sight Control",1263,1117,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{26C3455C-22D8-45CC-A99A-201C3E5DD71E},126-404-402
3172,OSMP,Yes,Yes,Multi-Use Trail,2020/08/19 00:00:00+00,2099/12/31 00:00:00+00,101-405-406,Yes,1839,101,0.701,3738,Doudy Draw,{F9F16E35-EE4D-416E-997A-3C80AE7C5608},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1265,1119,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{547B6BFC-8CC8-494C-A924-050F7A56AA91},101-405-406
3173,OSMP,Yes,Yes,Multi-Use Trail,2020/08/25 00:00:00+00,2099/12/31 00:00:00+00,119-406-407,Yes,1840,119,0.269,1431,Spring Brook Loop North,{94622786-7C3C-4556-B00D-1CD1AFCDA1EC},Easy,Yes,LR,Leash Required,1266,1120,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{22560E2B-6505-4E91-8388-A8BB9602ECA8},119-406-407
3174,OSMP,Yes,Yes,Multi-Use Trail,2020/08/25 00:00:00+00,2099/12/31 00:00:00+00,101-406-421,Yes,1841,101,1.014,5355,Doudy Draw,{AACC293D-BCB5-4810-8C84-0867CEF0A130},Moderate,Yes,LVS,"Leash, Or Voice and Sight Control",1074,1122,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{1FD3C5DC-F7EA-4F52-8C22-465217D6D427},101-406-421
3175,OSMP,Yes,Yes,Multi-Use Trail,2020/08/31 00:00:00+00,2099/12/31 00:00:00+00,119-407-408,Yes,1842,119,1.124,6018,Spring Brook Loop North,{89D2A3F1-CCCA-4303-A7AA-D1B525A5A644},Moderate,Yes,LR,Leash Required,1267,1121,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{86160513-CA05-4F9A-BB4B-672DB7E9875E},119-407-408
3176,OSMP,Yes,Yes,Multi-Use Trail,2020/08/31 00:00:00+00,2099/12/31 00:00:00+00,119-409-408,Yes,1843,119,0.043,223,Spring Brook Loop North,{CEE1581D-6659-4960-AA52-9FD4443D36F9},Easy,Yes,LR,Leash Required,1606,1124,Until Further Notice,,Doudy Draw,Open,Muddy Trail,,https://bouldercolorado.gov/services/osmp-closures,Closed during muddy conditions to prevent damage to trails and surrounding areas ,{F40FB953-85E6-4AD6-9AFB-2D8FFBE22FBE},119-409-408
